-3,0.000908123,0.000158047
-4,0.004291647,0.000482207
-5,0.011936142,0.001193614
-6,0.017520943,0.001607426
-7,0.020801977,0.002322188
-8,0.05161575,0.005928836
-9,0.063133315,0.010957022
-10,0.146906367,0.028251224
-11,0.280956681,0.046166591
